"ID";"Image";"Name";"Reference";"Category";"Base price";"Final price";"Quantity";"Status";
"895";"http://makersupplies.dk/img/p/5/4/2/5/5425.jpg";"Mounting Plate for FME-U and -W";"895";"Spindles";"279.200000";"349";"12";"1";
"1220";"http://makersupplies.dk/img/p/7/4/3/1/7431.jpg";"Hemera HeatBreak - 1.75mm";"";"E3D Spare Parts";"92.000000";"115";"10";"1";
"681";"http://makersupplies.dk/img/p/4/6/3/7/4637.jpg";"Original E3D Prusa V6 Hotend";"681";"E3D Hotends";"636.000000";"795";"3";"1";
"1155";"http://makersupplies.dk/img/p/7/1/5/9/7159.jpg";"OpenBuilds Modular Table - 1010 - Silver";"";"Tables";"4065.600000";"5082";"3";"1";
"618";"http://makersupplies.dk/img/p/4/1/8/5/4185.jpg";"Optical End-stop Switch";"618";"Switches & Relays";"14.000000";"17.5";"10";"1";
"964";"http://makersupplies.dk/img/p/6/1/9/3/6193.jpg";"Power Cable - 2x1.0mm² - by the meter";"964";"Cables";"18.000000";"22.5";"91";"1";
"90";"http://makersupplies.dk/img/p/8/5/1/851.jpg";"Stainless OX Y-Gantry Plates (Set of 2 Plates)";"90";"Machine Plates";"336.000000";"420";"18";"1";
"431";"http://makersupplies.dk/img/p/3/7/4/8/3748.jpg";"CAN relay – PoRelay8 – Relay extension board with CAN bus";"431";"Shields & Break out Boards";"260.000000";"325";"8";"1";
"903";"http://makersupplies.dk/img/p/5/4/5/2/5452.jpg";"Aluminum Sheet - Alloy 6082";"903";"Aluminum ";"231.200000";"289";"31";"1";
"1230";"http://makersupplies.dk/img/p/7/4/5/7/7457.jpg";"CREATBOT DE PLUS - TRIPLE EXTRUDER 1.75MM";"";"CreatBot";"17996.000000";"22495";"0";"1";
"21";"http://makersupplies.dk/img/p/2/3/3/5/2335.jpg";"20x80 V-Slot";"21";"V-Slot ";"50.000000";"62.5";"731";"1";
"360";"http://makersupplies.dk/img/p/2/6/0/0/2600.jpg";"OpenBuilds MiniMill";"360";"MiniMill";"3539.100000";"4423.88";"2";"1";
"690";"http://makersupplies.dk/img/p/8/1/4/8/8148.jpg";"MoTech NEMA 17 - 0.35Nm - 0.9dg - 5mm shaft";"690";"Hybrid Stepper Motor";"170.000000";"212.5";"19";"1";
"1163";"http://makersupplies.dk/img/p/7/2/2/7/7227.jpg";"uStepper Gyro/Accelerometer Shield";"";"Shields & Break out Boards";"120.000000";"150";"2";"1";
"626";"http://makersupplies.dk/img/p/4/2/0/8/4208.jpg";"Brass Heat Inserts (5pack)";"626";"Nuts & threaded inserts";"12.000000";"15";"629";"1";
"972";"http://makersupplies.dk/img/p/6/2/0/8/6208.jpg";"Red - SILK 1.75 - Devil Design";"972";"SILK - 1.75mm - High Gloss";"162.400000";"203";"9";"1";
"114";"http://makersupplies.dk/img/p/4/8/9/489.jpg";"Hi End Drill Tap";"114";"Taps";"159.800000";"199.75";"54";"1";
"444";"http://makersupplies.dk/img/p/3/7/9/4/3794.jpg";"Collets with Clamping Nut - Set of 4";"444";"Spindles";"514.990000";"643.74";"1";"1";
"1238";"http://makersupplies.dk/img/p/7/4/7/1/7471.jpg";"PRIMACREATOR VALUE FLEX UV RESIN - 500 ML - SKIN";"";"Flexible Resin";"316.000000";"395";"2";"1";
"30";"http://makersupplies.dk/img/p/1/5/2/152.jpg";"Black Angle Corner Connector";"30";"Brackets";"27.800000";"34.75";"198";"1";
"374";"http://makersupplies.dk/img/p/2/7/2/4/2724.jpg";"Pack -GT3 Belt - 3mm pitch - 5mm width - by the meter";"374";"GT3 Belts and Pulleys";"47.800000";"34.75";"394";"1";
"699";"http://makersupplies.dk/img/p/4/7/3/4/4734.jpg";"Rigid CouplerD14x5x8mm";"699";"Couplers";"23.200000";"29";"96";"1";
"1172";"http://makersupplies.dk/img/p/7/3/1/6/7316.jpg";"Creality Cr-200B";"";"Creality";"2959.200000";"3699";"0";"1";
"636";"http://makersupplies.dk/img/p/4/4/2/0/4420.jpg";"uStepper S 3D Shield";"636";"Shields & Break out Boards";"38.000000";"47.5";"4";"1";
"123";"http://makersupplies.dk/img/p/5/5/3/553.jpg";"Drag Chain 18x25mm - 1meter";"123";"Cable Management";"140.000000";"175";"93";"1";
"453";"http://makersupplies.dk/img/p/3/8/5/2/3852.jpg";"Disk Ø6x3mm - Neodynium Magnet (10 pack)";"453";"Disk";"25.600000";"32";"22";"1";
"921";"http://makersupplies.dk/img/p/5/9/7/4/5974.jpg";"8mm CNC Milled Cast Aluminum Sheet - Custom Cut";"921";"Aluminum ";"0.480000";"0.6";"14901";"1";
"1250";"http://makersupplies.dk/img/p/7/4/7/9/7479.jpg";"PRIMACREATOR VALUE WATER WASHABLE UV RESIN - 500 ML - CLEAR";"";"Water Washable Resin";"232.000000";"290";"5";"1";
"383";"http://makersupplies.dk/img/p/3/1/3/6/3136.jpg";"ACRO Acrylic Plate Set";"383";"Machine Plates";"272.000000";"340";"3";"1";
"709";"http://makersupplies.dk/img/p/4/7/5/2/4752.jpg";"Green Transparent - PETG 1.75 - Devil Design";"709";"PETG - 1.75mm";"124.000000";"155";"7";"1";
"1184";"http://makersupplies.dk/img/p/7/3/5/5/7355.jpg";"BIQU BX";"";"BiQU";"3196.000000";"3995";"0";"1";
"645";"http://makersupplies.dk/img/p/4/5/5/6/4556.jpg";"DC Plug - Female Panel Mount";"645";"Connectors";"4.000000";"5";"6";"1";
"992";"http://makersupplies.dk/img/p/6/3/7/2/6372.jpg";"Lyonzg - Power Supply - 24V 8.4A";"992";"Power Supplies";"239.000000";"298.75";"9";"1";
"134";"http://makersupplies.dk/img/p/6/0/9/609.jpg";"3M Double-Sided Tape";"134";"GT2 Belts and Pulleys";"158.400000";"198";"4";"1";
"461";"http://makersupplies.dk/img/p/3/8/6/3/3863.jpg";"Disk Ø6x4mm - Neodynium Magnet (2 pack)";"461";"Disk";"10.000000";"12.5";"44";"1";
"930";"http://makersupplies.dk/img/p/6/0/6/3/6063.jpg";"Super Blue Transparent - PETG 1.75 - Devil Design";"930";"PETG - 1.75mm";"124.000000";"155";"9";"1";
"1259";"http://makersupplies.dk/img/p/7/4/8/8/7488.jpg";"PRIMACREATOR VALUE UV / DLP RESIN - 500 ML - CLEAR";"";"Standard Resin";"232.000000";"290";"6";"1";
"46";"http://makersupplies.dk/img/p/2/3/7/237.jpg";"Threaded Rod Plate for Nema 17 Stepper Motor";"46";"V-Slot Plates";"52.600000";"65.75";"136";"1";
"391";"http://makersupplies.dk/img/p/6/1/6/6/6166.jpg";"ACRO Electronics Bundle";"391";" Bundles - Controller, Steppers and Driver";"2764.200000";"3282.49";"4";"1";
"718";"http://makersupplies.dk/img/p/8/2/1/1/8211.jpg";"Power Supply - 24V 17A";"718";"Power Supplies";"367.200000";"459";"4";"1";
"1192";"http://makersupplies.dk/img/p/7/3/7/7/7377.jpg";"Race Green - PETG 1.75 - Devil Design";"536";"PETG - 1.75mm";"124.000000";"155";"7";"1";
"655";"http://makersupplies.dk/img/p/4/5/8/0/4580.jpg";"Original E3D Brass Nozzle - V6 - 1.75mm";"655";"E3D Nozzles";"52.000000";"65";"112";"1";
"1001";"http://makersupplies.dk/img/p/6/3/9/2/6392.jpg";"BCN3D Sigma D25";"1001";"BCN3D";"28158.400000";"35198";"0";"1";
"142";"http://makersupplies.dk/img/p/6/5/7/657.jpg";"4 Conductor Connector";"142";"Connectors";"16.000000";"20";"0";"1";
"469";"http://makersupplies.dk/img/p/8/1/5/2/8152.jpg";"Aslong Worm Gear 1:17 - A58SW-42BY";"469";"Hybrid Stepper Motor";"452.000000";"565";"4";"1";
"938";"http://makersupplies.dk/img/p/6/0/6/9/6069.jpg";"Transparent - PMMA 1.75 - Devil Design";"938";"PMMA - 1.75mm - Acrylic";"152.000000";"190";"7";"1";
"1409";"http://makersupplies.dk/img/p/8/2/1/8/8218.jpg";"Flanged Bearing F695ZZ 5x13x4";"917";"Bearings";"18.000000";"22.5";"194";"1";
"62";"http://makersupplies.dk/img/p/8/1/0/3/8103.jpg";"Precision Shim - 10x5x1mm (10 Pack)";"62";"Shims & Spacers";"21.000000";"26.25";"88";"1";
"400";"http://makersupplies.dk/img/p/3/6/5/9/3659.jpg";"Prusa Bear Frame Upgrade 2.1";"400";"Prusa i3 Bear Upgrade";"877.200000";"1096.5";"9";"1";
"726";"http://makersupplies.dk/img/p/4/7/9/7/4797.jpg";"2W Engraving Laser Head - Opt Laser";"726";"Laser Modules";"2158.400000";"2698";"-1";"1";
"1200";"http://makersupplies.dk/img/p/7/3/9/1/7391.jpg";"Y-Shaped Union Connector";"";"Cooling and Pneumatics";"11.800000";"14.75";"39";"1";
"665";"http://makersupplies.dk/img/p/4/6/1/2/4612.jpg";"Black - PETG 2.85 - Devil Design";"665";"PETG - 2.85mm";"124.000000";"155";"14";"1";
"1138";"http://makersupplies.dk/img/p/6/9/2/1/6921.jpg";"T10 End Cap";"";"T10-Slot Accessories";"4.000000";"5";"96";"1";
"159";"http://makersupplies.dk/img/p/7/3/1/731.jpg";"IEC Female Plug";"159";"Connectors";"21.200000";"26.5";"39";"1";
"479";"http://makersupplies.dk/img/p/8/1/1/1/8111.jpg";"Mellow GT2 pulley 20";"479";"GT2 Belts and Pulleys";"36.000000";"45";"112";"1";
"946";"http://makersupplies.dk/img/p/6/0/8/4/6084.jpg";"LMH8LUU - Long Linear Bearing w Oval Flange";"946";"Shaft Guides & LMUU";"35.800000";"44.75";"12";"1";
"70";"http://makersupplies.dk/img/p/3/3/5/335.jpg";"Solid V Wheel";"70";"V-Wheels";"17.200000";"21.5";"93";"1";
"412";"http://makersupplies.dk/img/p/8/1/1/7/8117.jpg";"GT2 20T Toothed Idler Pulley w Bearings for 6mm Belt - 5mm Bore";"412";"GT2 Belts and Pulleys";"20.000000";"25";"261";"1";
"605";"http://makersupplies.dk/img/p/4/1/5/7/4157.jpg";"Brown - ASA 1.75 - Devil Design";"605";"ASA - 1.75mm";"144.000000";"180";"8";"1";
"734";"http://makersupplies.dk/img/p/4/8/5/8/4858.jpg";"Workbee 6W CNC Laser Upgrade Kit with PLH3D-6W-XF";"734";"Laser Modules";"6150.000000";"7687.5";"1";"1";
"1082";"http://makersupplies.dk/img/p/8/1/6/7/8167.jpg";"NEMA 23 - 3.0Nm - 8mm shaft";"1082";"Hybrid Stepper Motor";"396.000000";"495";"42";"1";
"547";"http://makersupplies.dk/img/p/4/0/5/3/4053.jpg";"White - ABS 1.75 - Devil Design";"547";"ABS - 1.75mm";"124.000000";"155";"16";"1";
"1021";"http://makersupplies.dk/img/p/6/4/6/3/6463.jpg";"Mean Well - Power Supply - 48V 4.4A";"1021";"Power Supplies";"343.200000";"429";"10";"1";
"1357";"http://makersupplies.dk/img/p/7/9/5/5/7955.jpg";"OPENBUILDS® OpenBuilds C-Beam Machine";"";"C-Beam Machines";"3652.000000";"4565";"1";"1";
"338";"http://makersupplies.dk/img/p/2/5/1/8/2518.jpg";"Acorn Lathe Pro - License";"338";"Motion Controllers";"1036.000000";"1295";"992";"1";
"487";"http://makersupplies.dk/img/p/3/9/4/9/3949.jpg";"Lilac - PLA 1.75 - Devil Design ";"487";"PLA - 1.75mm";"124.000000";"155";"8";"1";
"831";"http://makersupplies.dk/img/p/5/2/0/1/5201.jpg";"Original E3D Plated Copper Nozzles - V6 - 1.75mm";"831";"E3D Nozzles";"111.200000";"139";"30";"1";
"1285";"http://makersupplies.dk/img/p/7/5/3/1/7531.jpg";"Acorn 4 axis control cabinet";"";"CNC Control Systems";"11960.000000";"14950";"3";"1";
"267";"http://makersupplies.dk/img/p/2/2/7/3/2273.jpg";"Solid V-wheel bundle - Multi Pack";"267";"V-Wheels";"30.000000";"37.5";"1030";"1";
"742";"http://makersupplies.dk/img/p/8/1/0/6/8106.jpg";"Micro Precision Shim 6x5x1";"742";"Shims & Spacers";"1.560000";"1.95";"691";"1";
"1090";"http://makersupplies.dk/img/p/6/6/6/9/6669.jpg";"WhamBam Resin Flexible Build System 286x165";"1090";"WhamBam for Resin";"519.200000";"649";"10";"1";
"181";"http://makersupplies.dk/img/p/8/3/0/830.jpg";"Black Expandable Sleeving (25cm units)";"181";"Cable Management";"5.600000";"7";"373";"1";
"555";"http://makersupplies.dk/img/p/4/0/6/9/4069.jpg";"Hot Red - ABS 1.75 - Devil Design";"555";"ABS - 1.75mm";"124.000000";"155";"0";"1";
"1030";"http://makersupplies.dk/img/p/8/1/3/5/8135.jpg";"GT3 pulley 18 - 15mm belt - 8mm bore";"1030";"GT3 Belts and Pulleys";"148.000000";"185";"9";"1";
"1365";"http://makersupplies.dk/img/p/8/2/2/8/8228.jpg";"Knurled Brass Heat insert - M3x5x4  (25 pack)";"";"Voron Printers";"36.000000";"45";"40";"1";
"495";"http://makersupplies.dk/img/p/3/9/5/8/3958.jpg";"Raspberry Red - PLA 1.75 - Devil Design ";"495";"PLA - 1.75mm";"124.000000";"155";"8";"1";
"841";"http://makersupplies.dk/img/p/5/2/2/7/5227.jpg";"Frosted Bronze - PLA 1.75";"841";"Speciality Filaments";"204.000000";"255";"7";"1";
"1295";"http://makersupplies.dk/img/p/7/5/7/1/7571.jpg";"BlackBox INTERFACE CNC Touch";"";"Motion Controllers";"1460.000000";"1825";"9";"1";
"277";"http://makersupplies.dk/img/p/2/3/2/5/2325.jpg";"Mini V Gantry Plate";"277";"V-Slot Plates";"79.000000";"98.75";"140";"1";
"750";"http://makersupplies.dk/img/p/4/9/0/8/4908.jpg";"SpiderSheet 314x314mm (Creality CR10, CreatBot)";"750";"Spider Print Bed";"126.400000";"158";"4";"1";
"1099";"http://makersupplies.dk/img/p/6/6/9/4/6694.jpg";"PT100 Temperature Sensor - E3D";"1099";"E3D Spare Parts";"220.000000";"275";"2";"1";
"192";"http://makersupplies.dk/img/p/8/7/1/871.jpg";"Ethernet CNC controller & data I/O board -  PoKeys57ET";"192";"Motion Controllers";"478.400000";"598";"5";"1";
"563";"http://makersupplies.dk/img/p/4/0/8/5/4085.jpg";"Violet - ABS 1.75 - Devil Design";"563";"ABS - 1.75mm";"124.000000";"155";"0";"0";
"1038";"http://makersupplies.dk/img/p/6/5/0/3/6503.jpg";"Carbon Fiber - PA6 Nylon 1.75";"1038";"Speciality Filaments";"323.960000";"404.95";"10";"1";
"504";"http://makersupplies.dk/img/p/3/9/6/4/3964.jpg";"Galaxy Violet - PLA 1.75 - Devil Design";"504";"PLA - 1.75mm";"124.000000";"155";"14";"1";
"850";"http://makersupplies.dk/img/p/5/2/5/2/5252.jpg";"Anet ET4 - Kit";"850";"Anet";"1678.400000";"2098";"3";"1";
"285";"http://makersupplies.dk/img/p/2/3/6/8/2368.jpg";"C-Beam® End Mount";"285";"C-Beam Plates";"71.200000";"89";"15";"1";
"760";"http://makersupplies.dk/img/p/4/9/5/3/4953.jpg";"Creality CR-10 Max 450*450*470 mm";"760";"Creality";"5160.000000";"6450";"0";"1";
"1107";"http://makersupplies.dk/img/p/7/0/9/9/7099.jpg";"Piranha CNC Gantry Plates - Set of 19";"";"Machine Plates";"2750.000000";"3437.5";"10";"1";
"200";"http://makersupplies.dk/img/p/8/8/6/886.jpg";"Stepper Driver 2.5A - PoStep25-32";"200";"Stepper Drivers";"140.000000";"175";"15";"1";
"571";"http://makersupplies.dk/img/p/4/1/0/1/4101.jpg";"Black - ABS 1.75 - Devil Design 1 kg";"571";"ABS - 1.75mm";"124.000000";"155";"10";"1";
"1046";"http://makersupplies.dk/img/p/6/5/3/0/6530.jpg";"GT3  15mm Timing Belt - Closed Loop";"1046";"GT3 Belts and Pulleys";"103.000000";"128.75";"16";"1";
"1388";"http://makersupplies.dk/img/p/8/0/2/4/8024.jpg";"Digital Thermostat";"";"Switches & Relays";"96.000000";"120";"20";"1";
"512";"http://makersupplies.dk/img/p/3/9/8/1/3981.jpg";"Beige - PLA 1.75 - Devil Design";"512";"PLA - 1.75mm";"124.000000";"155";"8";"1";
"858";"http://makersupplies.dk/img/p/5/3/0/1/5301.jpg";"AMB (Kress) 1400 FME-P DI";"858";"Spindles";"4124.990000";"5156.24";"3";"1";
"1311";"http://makersupplies.dk/img/p/7/6/5/8/7658.jpg";"MBKKB-2.5 double to double DIN rail terminal block";"903";"DIN rail terminals";"21.000000";"26.25";"40";"1";
"298";"http://makersupplies.dk/img/p/2/4/2/1/2421.jpg";"T-Slot End Stop";"298";"Fastening";"118.800000";"148.5";"9";"1";
"784";"http://makersupplies.dk/img/p/5/0/3/4/5034.jpg";"Mosaic Palette 2S Pro";"784";"Mosaic";"4796.000000";"5995";"0";"0";
"208";"http://makersupplies.dk/img/p/9/0/3/903.jpg";"V-Slot End Cap";"208";"V-Slot Plates";"15.800000";"19.75";"287";"1";
"580";"http://makersupplies.dk/img/p/4/1/2/0/4120.jpg";"Red - TPU 1.75 - Devil Design";"580";"TPU - 1.75mm - Flexible Filament";"222.000000";"277.5";"5";"1";
"1055";"http://makersupplies.dk/img/p/6/5/5/1/6551.jpg";"Blue - MATT PLA 1.75mm - Devil Design";"1055";"MATT PLA - 1.75mm";"140.000000";"175";"9";"1";
"1396";"http://makersupplies.dk/img/p/8/1/2/6/8126.jpg";"GT2 pulley 20 - 9mm Belt - Ø5 Bore";"75";"GT2 Belts and Pulleys";"36.000000";"45";"50";"1";
"522";"http://makersupplies.dk/img/p/4/0/0/9/4009.jpg";"Lilac - PETG 1.75 - Devil Design";"522";"PETG - 1.75mm";"124.000000";"155";"8";"1";
"866";"http://makersupplies.dk/img/p/5/3/2/5/5325.jpg";"Hobb-Goblin - ID Drive Gear";"866";"E3D Spare Parts";"88.000000";"110";"6";"1";
"1320";"http://makersupplies.dk/img/p/7/6/5/7/7657.jpg";"UK-2.5B single to single DIN rail terminal block";"902";"DIN rail terminals";"5.600000";"7";"455";"1";
"306";"http://makersupplies.dk/img/p/2/4/1/1/2411.jpg";"Gift Certificate - DKK 500";"306";"Gift Certificates";"400.000000";"500";"994";"1";
"805";"http://makersupplies.dk/img/p/8/1/4/2/8142.jpg";"NEMA 23 - 1.2Nm - 1/4" shaft";"805";"Hybrid Stepper Motor";"268.000000";"335";"35";"1";
"1125";"http://makersupplies.dk/img/p/6/8/7/7/6877.jpg";"Silver - ABS - 2.85mm";"596";"ABS - 2.85mm";"124.000000";"155";"3";"1";
"218";"http://makersupplies.dk/img/p/9/3/9/939.jpg";"Micro Limit Switch Kit with Mounting Plate";"218";"Plates";"43.800000";"54.75";"0";"0";
"588";"http://makersupplies.dk/img/p/4/1/3/2/4132.jpg";"Super Blue - PLA 2.85 - Devil Design";"588";"PLA - 2.85mm";"124.000000";"155";"2";"1";
"1063";"http://makersupplies.dk/img/p/6/5/6/7/6567.jpg";"Laser Safety Glasses";"1063";"Laser Modules";"460.000000";"575";"0";"1";
"531";"http://makersupplies.dk/img/p/4/0/2/0/4020.jpg";"Super Blue - PETG 1.75 - Devil Design";"531";"PETG - 1.75mm";"124.000000";"155";"3";"1";
"874";"http://makersupplies.dk/img/p/5/3/4/9/5349.jpg";"Silicone Sock for MK8";"874";"Hotends";"15.000000";"18.75";"40";"1";
"1330";"http://makersupplies.dk/img/p/7/7/2/2/7722.jpg";"WOLF Headset Pro Ekstra Pads";"";"Safety";"168.000000";"210";"5";"1";
"317";"http://makersupplies.dk/img/p/2/4/5/6/2456.jpg";"Black HDPE - Polyethylene Sheet 330x500mm";"317";"Plastic ";"39.200000";"49";"62";"1";
"813";"http://makersupplies.dk/img/p/5/1/5/3/5153.jpg";"ZMorph Laser Upgrade Kit with PLH3D-6W-XF";"813";"Laser Modules";"5479.200000";"6849";"0";"1";
"1268";"http://makersupplies.dk/img/p/7/4/9/6/7496.jpg";"PRIMACREATOR VALUE WATER WASHABLE UV RESIN - 1000 ML - TRANSPARENT RED";"";"Water Washable Resin";"400.000000";"500";"2";"1";
"232";"http://makersupplies.dk/img/p/1/1/9/8/1198.jpg";"Tall Stainless OX Complete Plate Bundle (Set of 12 Plates) + Bonus";"232";"Machine Plates";"1532.000000";"1780.95";"0";"1";
"596";"http://makersupplies.dk/img/p/4/1/4/0/4140.jpg";"Black - ABS 2.85 - Devil Design";"596";"ABS - 2.85mm";"124.000000";"155";"15";"1";
"1074";"http://makersupplies.dk/img/p/6/5/9/5/6595.jpg";"WhamBam Flexible Build System - 300x300mm";"1074";"WhamBam for Filament";"671.200000";"839";"13";"1";
"539";"http://makersupplies.dk/img/p/4/0/3/6/4036.jpg";"Black - PETG 1.75 - Devil Design 1kg";"539";"PETG - 1.75mm";"124.000000";"155";"15";"1";
"1012";"http://makersupplies.dk/img/p/6/4/2/6/6426.jpg";"Vivedino Formbot T-Rex 3.0+ - Dual Extruder Idex - 400x400x500mm - New upgraded version";"1012";"Formbot";"11756.000000";"14695";"0";"0";
"1345";"http://makersupplies.dk/img/p/7/7/8/0/7780.jpg";"Gray - PLA 1.75 - Devil Design 2kg";"498";"PLA - 1.75mm";"220.000000";"275";"14";"1";
"325";"http://makersupplies.dk/img/p/2/4/6/6/2466.jpg";"10 pin Connector for PoStep25 and PoStep60";"325";"Stepper Drivers";"20.000000";"25";"32";"1";
"823";"http://makersupplies.dk/img/p/5/1/8/3/5183.jpg";"Silicone heatbed - 300x300mm  - 220V - 350W";"823";"Heatbed";"279.200000";"349";"1";"1";
"1277";"http://makersupplies.dk/img/p/7/5/1/1/7511.jpg";"PRIMACREATOR RESIN CLEANER - 1000 ML";"";"Accessories";"223.200000";"279";"1";"1";
"482";"http://makersupplies.dk/img/p/3/9/2/4/3924.jpg";"40x40x10 Radial Extruder Fan 24V";"482";"Fans";"31.800000";"39.75";"97";"1";
"949";"http://makersupplies.dk/img/p/6/0/9/3/6093.jpg";"SHFx - Shaft Support End Mount";"949";"Shaft Guides & LMUU";"26.000000";"32.5";"34";"1";
"73";"http://makersupplies.dk/img/p/3/5/0/350.jpg";"GT3 Belt - 3mm pitch - 6mm width - by the meter";"73";"GT3 Belts and Pulleys";"38.000000";"47.5";"370";"1";
"415";"http://makersupplies.dk/img/p/3/6/9/0/3690.jpg";"Jog Knob";"415";"Brackets";"55.000000";"68.75";"27";"1";
"890";"http://makersupplies.dk/img/p/5/4/1/1/5411.jpg";"HGH15 Rail - GD15";"890";"Sair Linear Guides";"96.000000";"120";"130";"1";
"1211";"http://makersupplies.dk/img/p/7/4/1/3/7413.jpg";"xPRO v5 High Power controller";"";"Motion Controllers";"1436.000000";"1795";"12";"1";
"676";"http://makersupplies.dk/img/p/4/6/2/8/4628.jpg";"Original E3D Titan Idler arm";"676";"E3D Spare Parts";"68.000000";"85";"5";"1";
"176";"http://makersupplies.dk/img/p/8/0/1/801.jpg";"Makerlink - 135 Angle Tee Nut (2 Pack)";"176";"Makerlink";"23.800000";"29.75";"25";"1";
"613";"http://makersupplies.dk/img/p/4/1/7/2/4172.jpg";"Start Pack - ABS 1.75 - 6x0.33kg - Devil Design";"613";"Filament Starter Packs";"264.000000";"330";"7";"1";
"959";"http://makersupplies.dk/img/p/6/1/7/3/6173.jpg";"Acrylic Side Panel Kit for V-King CoreXY 3D Printer";"959";"3D Printer Kits";"224.000000";"280";"5";"1";
"85";"http://makersupplies.dk/img/p/3/8/2/4/3824.jpg";"Flexible Coupler -D20x5mmx8mm";"85";"Couplers";"26.200000";"32.75";"81";"1";
"423";"http://makersupplies.dk/img/p/3/7/2/1/3721.jpg";"Brass Nut for 8mm ACME Lead Screw - flat sides";"423";"ACME Lead Screw & Nuts";"25.000000";"31.25";"64";"1";
"898";"http://makersupplies.dk/img/p/5/4/3/5/5435.jpg";"4x22mm Single Flute Carbide Spiral End Mill - 10pack";"898";"End Mill";"207.200000";"259";"10";"1";
"1224";"http://makersupplies.dk/img/p/7/4/3/9/7439.jpg";"CREALITY CR-30 PRINTMILL BELT PRINTER";"";"Creality";"6796.000000";"8495";"0";"1";
"355";"http://makersupplies.dk/img/p/8/0/8/9/8089.jpg";"Galvanized Hex Head Screw  (10 Pack)";"355";"Screws and bolts";"10.000000";"12.5";"108";"1";
"1158";"http://makersupplies.dk/img/p/7/1/9/5/7195.jpg";"OpenBuilds Modular Table - 1510 - Black";"";"Tables";"4623.000000";"5778.75";"1";"1";
"621";"http://makersupplies.dk/img/p/4/1/9/3/4193.jpg";"TriangleLab 3D Touch Sensor for auto bed leveling";"621";"Switches & Relays";"180.000000";"225";"0";"1";
"967";"http://makersupplies.dk/img/p/6/1/9/8/6198.jpg";"Bright Orange - SILK 1.75 - Devil Design";"967";"SILK - 1.75mm - High Gloss";"162.400000";"203";"7";"1";
"93";"http://makersupplies.dk/img/p/8/5/4/854.jpg";"Stainless OX Zero and Corner Finding Tool";"93";"Machine Plates";"120.000000";"150";"28";"1";
"437";"http://makersupplies.dk/img/p/3/7/6/5/3765.jpg";"AMB (Kress) 1050 FME-1";"437";"Spindles";"1659.990000";"2074.99";"3";"1";
"906";"http://makersupplies.dk/img/p/5/9/8/2/5982.jpg";"500x500mm makerCARVER - Complete Mechanical Kit";"906";"makerCARVER";"3915.800000";"4894.75";"4";"1";
"1233";"http://makersupplies.dk/img/p/7/4/6/3/7463.jpg";"FLASHFORGE GUIDER IIS / 2S V2 - WITH HIGH TEMP EXTRUDER";"";"Flashforge";"11840.000000";"14800";"0";"1";
"25";"http://makersupplies.dk/img/p/1/3/0/130.jpg";"L Bracket - double";"25";"Brackets";"12.000000";"15";"2971";"1";
"365";"http://makersupplies.dk/img/p/8/1/0/2/8102.jpg";"Slot Washer 15x5x2mm  (5 pack)";"365";"Shims & Spacers";"10.000000";"12.5";"186";"1";
"694";"http://makersupplies.dk/img/p/4/7/1/1/4711.jpg";"M10 Threaded Bowden Coupling for 4mm tube";"694";"Bowden Parts";"22.000000";"27.5";"22";"1";
"629";"http://makersupplies.dk/img/p/4/2/1/8/4218.jpg";"30x30x10 Radial Cooling Fan";"629";"Fans";"31.920000";"39.9";"120";"1";
"977";"http://makersupplies.dk/img/p/6/2/1/7/6217.jpg";"SFU 1204 - Complete w Nut, Nut House, Coupler and BK/BF Mounting";"977";"Sair Ball Screws";"638.400000";"798";"36";"1";
"117";"http://makersupplies.dk/img/p/5/1/0/510.jpg";"Hi End - 2 Flutes Ball Nose Milling Bit - Shaft 3mm";"117";"Ball Nose";"172.000000";"215";"10";"1";
"448";"http://makersupplies.dk/img/p/3/8/3/8/3838.jpg";"Disk Ø6x2mm - Neodynium Magnet (10 pack)";"448";"Disk";"24.000000";"30";"85";"1";
"916";"http://makersupplies.dk/img/p/5/9/6/2/5962.jpg";"C-Beam Motor Mount Plate";"916";"C-Beam Plates";"102.800000";"128.5";"144";"1";
"1241";"http://makersupplies.dk/img/p/7/4/7/4/7474.jpg";"PRIMACREATOR VALUE TOUGH UV RESIN (ABS LIKE) - 500 ML - LIGHT GREY";"";"Tough Resin";"316.000000";"395";"2";"1";
"33";"http://makersupplies.dk/img/p/8/0/9/4/8094.jpg";"Lock Collar - 8mm";"33";"ACME Lead Screw & Nuts";"10.000000";"12.5";"368";"1";
"378";"http://makersupplies.dk/img/p/2/9/5/7/2957.jpg";"V-Slot® NEMA 17 Linear Actuator Bundle (Lead Screw)";"378";"Linear Actuators";"799.200000";"999";"50";"1";
"704";"http://makersupplies.dk/img/p/4/7/4/2/4742.jpg";"Dark Gray - PETG 1.75 - Devil Design";"704";"PETG - 1.75mm";"124.000000";"155";"14";"1";
"1178";"http://makersupplies.dk/img/p/7/3/3/7/7337.jpg";"FORMBOT VORON 2.4 350X350X350MM";"";"Formbot";"7800.000000";"9750";"0";"1";
"640";"http://makersupplies.dk/img/p/4/5/4/0/4540.jpg";"Large - Mechanical Kit for V-Baby CoreXY 3D Printer - 300mm";"640";"CoreXY 3D Printer ";"2617.680000";"3272.1";"15";"1";
