"ID";"Image";"Name";"Reference";"Category";"Base price";"Final price";"Quantity";"Status";
"987";"http://makersupplies.dk/img/p/6/3/6/0/6360.jpg";"WhamBam PEX Build Surface";"987";"WhamBam Spare Parts";"80.000000";"100";"60";"1";
"128";"http://makersupplies.dk/img/p/5/8/8/588.jpg";"Panel Connector";"128";"Connectors";"23.800000";"29.75";"536";"1";
"456";"http://makersupplies.dk/img/p/3/8/5/5/3855.jpg";"Disk Ø12x3mm - Neodynium Magnet (2 pack)";"456";"Disk";"10.000000";"12.5";"35";"1";
"925";"http://makersupplies.dk/img/p/5/9/7/9/5979.jpg";"IGUS drylin - Polymer Linear Bearing";"925";"Shaft Guides & LMUU";"19.800000";"24.75";"248";"1";
"1254";"http://makersupplies.dk/img/p/7/4/8/3/7483.jpg";"PRIMACREATOR VALUE UV / DLP RESIN - 500 ML - LIGHT GREY";"";"Standard Resin";"232.000000";"290";"5";"1";
"41";"http://makersupplies.dk/img/p/2/1/6/216.jpg";"Cross Joining Plate";"41";"Plates";"34.800000";"43.5";"17";"1";
"386";"http://makersupplies.dk/img/p/3/2/9/7/3297.jpg";"OpenBuilds ACRO 750x750";"386";"ACRO Laser Cutter";"1644.600000";"2055.75";"3";"1";
"713";"http://makersupplies.dk/img/p/4/7/5/9/4759.jpg";"Ocean Blue - PLA 1.75 - Devil Design";"713";"PLA - 1.75mm";"124.000000";"155";"7";"1";
"1187";"http://makersupplies.dk/img/p/7/3/7/0/7370.jpg";"8mm Cast Aluminum - Cut off";"";"On Sale";"0.000000";"275";"8";"1";
"650";"http://makersupplies.dk/img/p/4/5/6/5/4565.jpg";"Original E3D Thermistor Cartridge";"650";"E3D Spare Parts";"71.200000";"89";"18";"1";
"995";"http://makersupplies.dk/img/p/6/3/7/7/6377.jpg";"uStepper Delta Robot";"995";"Robot Arm";"1398.000000";"1747.5";"0";"1";
"137";"http://makersupplies.dk/img/p/6/2/9/629.jpg";"Drag Chain Bundle - 18x25mm";"137";"Stainless OX";"242.400000";"313";"14";"1";
"464";"http://makersupplies.dk/img/p/3/8/6/9/3869.jpg";"Rod Ø5x8mm - Neodynium Magnet (10 pack)";"464";"Rod";"36.000000";"45";"34";"1";
"933";"http://makersupplies.dk/img/p/6/0/6/2/6062.jpg";"Light Green - PETG 1.75 - Devil Design";"933";"PETG - 1.75mm";"124.000000";"155";"6";"1";
"1262";"http://makersupplies.dk/img/p/7/4/9/1/7491.jpg";"PRIMACREATOR VALUE UV / DLP RESIN - 500 ML - BLACK";"";"Standard Resin";"232.000000";"290";"5";"1";
"1404";"http://makersupplies.dk/img/p/8/0/7/7/8077.jpg";"Coupling for 4mm tube - M10";"694";"Bowden Parts";"22.000000";"27.5";"50";"1";
"49";"http://makersupplies.dk/img/p/2/6/2/262.jpg";"V-Slot Gantry Plates - 20mm";"49";"Plates";"55.000000";"68.75";"103";"1";
"394";"http://makersupplies.dk/img/p/3/3/9/2/3392.jpg";"Base Plate for 43mm Spindle Mount for C-Beam";"394";"Brackets";"100.000000";"125";"13";"1";
"721";"http://makersupplies.dk/img/p/4/7/8/5/4785.jpg";"Mean Well - Power Supply - 12V 33A";"721";"Power Supplies";"919.200000";"1149";"5";"1";
"1195";"http://makersupplies.dk/img/p/7/3/8/0/7380.jpg";"AMB (Kress) 1400 FME-W DI - Automatic Tool Change";"442";"Spindles";"9889.990000";"12362.49";"2";"1";
"658";"http://makersupplies.dk/img/p/4/5/8/9/4589.jpg";"Original E3D Nozzle Pro Pack - 1.75mm";"658";"E3D Nozzles";"559.200000";"699";"6";"1";
"1006";"http://makersupplies.dk/img/p/6/4/1/1/6411.jpg";"Creality Ender-6 - 250*250*400 mm";"1006";"Creality";"3752.000000";"4690";"0";"1";
"1133";"http://makersupplies.dk/img/p/6/8/9/7/6897.jpg";"T10 Heavy Duty T-nut";"";"T10-Slot Accessories";"5.000000";"6.25";"712";"1";
"153";"http://makersupplies.dk/img/p/7/1/3/713.jpg";"USB Cable - Angled Male to Panel Mount Female";"153";"Connectors";"43.200000";"54";"3";"1";
"473";"http://makersupplies.dk/img/p/8/1/5/0/8150.jpg";"Hanpose NEMA17 - 0.4Nm - 5mm shaft";"473";"Hybrid Stepper Motor";"158.400000";"198";"12";"1";
"941";"http://makersupplies.dk/img/p/6/0/7/7/6077.jpg";"LMKxUU - Short Linear Bearing w Square Flange";"941";"Shaft Guides & LMUU";"15.880000";"19.85";"94";"1";
"1413";"http://makersupplies.dk/img/p/8/2/2/5/8225.jpg";"igus EGLM-05 Spherical Bearing -  5x14x6x4";"";"Bearings";"47.800000";"59.75";"50";"1";
"65";"http://makersupplies.dk/img/p/3/0/7/307.jpg";"Delrin V Wheel Kit";"65";"V-Wheels";"30.000000";"37.5";"17";"1";
"405";"http://makersupplies.dk/img/p/3/6/6/4/3664.jpg";"Torch height controller – PlasmaSensOut";"405";"Torch height control";"1244.000000";"1555";"1";"1";
"729";"http://makersupplies.dk/img/p/6/5/8/9/6589.jpg";"6W Professional uSpot Engraving Laser Head - Opt Laser";"729";"Laser Modules";"7087.000000";"8858.75";"0";"1";
"882";"http://makersupplies.dk/img/p/5/3/8/5/5385.jpg";"MGN 12L Block - ST12L";"882";"Sair Linear Guides";"119.200000";"149";"58";"1";
"1203";"http://makersupplies.dk/img/p/7/3/9/7/7397.jpg";"Pneumatic Valve for Ø8 tube";"";"Cooling and Pneumatics";"26.200000";"32.75";"20";"1";
"668";"http://makersupplies.dk/img/p/4/6/1/6/4616.jpg";"Red - PETG 2.85 - Devil Design";"668";"PETG - 2.85mm";"124.000000";"155";"0";"0";
"1141";"http://makersupplies.dk/img/p/6/9/2/7/6927.jpg";"80x80 End Cap w M12 Center hole";"";"T10-Slot Accessories";"156.000000";"195";"14";"1";
"164";"http://makersupplies.dk/img/p/3/3/6/9/3369.jpg";"43mm Spindle Mount for Stainless OX";"164";"Brackets";"311.200000";"389";"24";"1";
"826";"http://makersupplies.dk/img/p/5/1/8/8/5188.jpg";"Silicone heatbed with External PID - 308x308mm  - 220V - 400W";"826";"Heatbed";"638.400000";"798";"2";"1";
"1280";"http://makersupplies.dk/img/p/7/5/1/4/7514.jpg";"PRIMACREATOR RESIN FILTERS - 5-PACK";"";"Accessories";"52.000000";"65";"3";"1";
"258";"http://makersupplies.dk/img/p/2/2/4/1/2241.jpg";"Micro Switch w Roller";"258";"Switches";"6.000000";"7.5";"195";"1";
"737";"http://makersupplies.dk/img/p/4/8/6/8/4868.jpg";"PLH3D-6W Magnetic Nozzle with Air Chamber - 43 mm Spindle Adapter";"737";"Laser Modules";"279.200000";"349";"2";"1";
"1085";"http://makersupplies.dk/img/p/6/6/3/9/6639.jpg";"WhamBam Resin Flexible Build System 135x80";"1085";"WhamBam for Resin";"254.400000";"318";"3";"1";
"550";"http://makersupplies.dk/img/p/4/0/5/9/4059.jpg";"Yellow - ABS 1.75 - Devil Design";"550";"ABS - 1.75mm";"124.000000";"155";"2";"1";
"1024";"http://makersupplies.dk/img/p/6/4/6/8/6468.jpg";"Green Power ON LED - 220V";"1024";"Components";"55.800000";"69.75";"12";"1";
"1360";"http://makersupplies.dk/img/p/8/1/5/6/8156.jpg";"NEMA 17 - 0.5Nm - 5mm shaft";"";"Hybrid Stepper Motor";"238.400000";"298";"51";"1";
"490";"http://makersupplies.dk/img/p/3/9/4/0/3940.jpg";"Bright Pink - PLA 1.75 - Devil Design ";"490";"PLA - 1.75mm";"124.000000";"155";"8";"1";
"836";"http://makersupplies.dk/img/p/5/2/1/5/5215.jpg";"Light Stone - PLA 1.75";"836";"Speciality Filaments";"267.200000";"334";"8";"1";
"1289";"http://makersupplies.dk/img/p/7/5/3/7/7537.jpg";"Shark CNC - Professional  Large Format CNC";"";"Shark CNC";"38976.000000";"48720";"6";"1";
"270";"http://makersupplies.dk/img/p/8/1/7/9/8179.jpg";"NEMA 23 Closed Loop Stepper Motor w/ Encoder – 2Nm – 8mm shaft";"270";"Closed Loop Stepper";"592.000000";"740";"11";"1";
"745";"http://makersupplies.dk/img/p/4/8/8/1/4881.jpg";"Original E3D - High Precision Heater Cartridges";"745";"E3D Spare Parts";"231.200000";"289";"5";"1";
"1093";"http://makersupplies.dk/img/p/6/6/8/7/6687.jpg";"Power Supply for PLH3D-CNC - 19V 2.5A";"1093";"Laser Modules";"318.000000";"397.5";"1";"1";
"184";"http://makersupplies.dk/img/p/8/1/0/0/8100.jpg";"Nylon Spacer (5 pack)";"184";"Shims & Spacers";"15.800000";"19.75";"63";"1";
"558";"http://makersupplies.dk/img/p/4/0/7/5/4075.jpg";"PC Gray - ABS 1.75 - Devil Design";"558";"ABS - 1.75mm";"124.000000";"155";"1";"1";
"1033";"http://makersupplies.dk/img/p/6/4/9/0/6490.jpg";"GT5 pulley 50 - 12mm bore";"1033";"GT5 Belts and Pulleys";"245.000000";"306.25";"3";"1";
"498";"http://makersupplies.dk/img/p/3/9/5/6/3956.jpg";"Gray - PLA 1.75 - Devil Design 1kg";"498";"PLA - 1.75mm";"124.000000";"155";"15";"1";
"844";"http://makersupplies.dk/img/p/5/2/3/7/5237.jpg";"XYZ Touch Probe Plus";"844";"Touch Probes";"551.200000";"689";"5";"1";
"1298";"http://makersupplies.dk/img/p/7/5/7/7/7577.jpg";"Custom cut Sair linear guide (per cut)";"188";"Sair Linear Guides";"40.000000";"50";"991";"1";
"280";"http://makersupplies.dk/img/p/2/3/4/8/2348.jpg";"C-Beam® Gantry Plate";"280";"C-Beam Plates";"72.000000";"90";"94";"1";
"753";"http://makersupplies.dk/img/p/4/9/1/4/4914.jpg";"SpiderSheet - 235x235mm (Ender 3/Creality CR20)";"753";"Spider Print Bed";"119.200000";"149";"3";"1";
"1102";"http://makersupplies.dk/img/p/6/6/9/9/6699.jpg";"40x40 T10 - Slot Profile";"1102";"T10-Slot ";"54.600000";"68.25";"87";"1";
"195";"http://makersupplies.dk/img/p/8/8/1/881.jpg";"PoKeys 8 Relay Board - PoExtBusRe";"195";"Shields & Break out Boards";"231.200000";"289";"2";"1";
"566";"http://makersupplies.dk/img/p/4/0/9/1/4091.jpg";"Green - ABS 1.75 - Devil Design";"566";"ABS - 1.75mm";"124.000000";"155";"5";"1";
"1041";"http://makersupplies.dk/img/p/6/5/1/8/6518.jpg";"Mist Lubrication System";"1041";"Cooling and Pneumatics";"558.400000";"698";"4";"1";
"1383";"http://makersupplies.dk/img/p/8/0/1/4/8014.jpg";"PRIMACREATOR VALUE CRYSTAL UV RESIN - 500 ML - CLEAR";"";"Standard Resin";"400.000000";"500";"2";"1";
"507";"http://makersupplies.dk/img/p/3/9/7/1/3971.jpg";"White - PLA 1.75 - Devil Design 1kg";"507";"PLA - 1.75mm";"124.000000";"155";"25";"1";
"853";"http://makersupplies.dk/img/p/5/2/7/9/5279.jpg";"WhamBam Flexible Build System - 235x235mm";"853";"WhamBam for Filament";"431.200000";"539";"3";"1";
"288";"http://makersupplies.dk/img/p/2/3/7/4/2374.jpg";"Xtreme Mini V Wheel™ Kit";"288";"V-Wheels";"44.400000";"55.5";"329";"1";
"767";"http://makersupplies.dk/img/p/4/9/7/5/4975.jpg";"CreatBot F160";"767";"CreatBot";"8200.000000";"10250";"0";"1";
"1111";"http://makersupplies.dk/img/p/6/7/7/4/6774.jpg";"Piranha CNC 1515 - Black";"";"Piranha CNC";"13333.900000";"16667.38";"6";"1";
"203";"http://makersupplies.dk/img/p/8/9/0/890.jpg";"PoKeys Cable Pac";"203";"Motion Controllers";"158.400000";"198";"10";"1";
"575";"http://makersupplies.dk/img/p/4/1/0/9/4109.jpg";"Bright Yellow Transparent - ABS 1.75 - Devil Design";"575";"ABS - 1.75mm";"124.000000";"155";"8";"1";
"1050";"http://makersupplies.dk/img/p/6/5/4/1/6541.jpg";"Intel NUC8 CNC-PC";"1050";"CNC Control Systems";"5400.000000";"6750";"0";"1";
"515";"http://makersupplies.dk/img/p/3/9/8/7/3987.jpg";"Black - PLA 1.75 - Devil Design 1kg";"515";"PLA - 1.75mm";"124.000000";"155";"11";"1";
"1315";"http://makersupplies.dk/img/p/7/6/4/6/7646.jpg";"Original Prusa SL1S SPEED 3D printer";"";"Prusa";"15196.000000";"18995";"1";"1";
"301";"http://makersupplies.dk/img/p/2/4/3/7/2437.jpg";"3k Carbon Fibre Sheet 200x300mm";"301";"Carbon Fiber";"65.000000";"81.25";"118";"1";
"788";"http://makersupplies.dk/img/p/5/0/5/1/5051.jpg";"Simplify3D";"788";"Software";"1150.000000";"1437.5";"-1";"0";
"1119";"http://makersupplies.dk/img/p/6/8/7/0/6870.jpg";"Transparent - PETG - 2.85mm";"";"PETG - 2.85mm";"124.000000";"155";"5";"1";
"213";"http://makersupplies.dk/img/p/8/2/0/8/8208.jpg";"Power Supply - 24V 10A";"213";"Power Supplies";"158.000000";"197.5";"17";"1";
"583";"http://makersupplies.dk/img/p/4/1/2/6/4126.jpg";"Aluminum - TPU 1.75 - Devil Design";"583";"TPU - 1.75mm - Flexible Filament";"222.000000";"277.5";"7";"1";
"1058";"http://makersupplies.dk/img/p/6/5/5/7/6557.jpg";"Gray - MATT PLA 1.75mm - Devil Design";"1058";"MATT PLA - 1.75mm";"140.000000";"175";"8";"1";
"1399";"http://makersupplies.dk/img/p/8/0/5/9/8059.jpg";"Galaxy Green - PLA 1.75 - Devil Design";"504";"PLA - 1.75mm";"124.000000";"155";"9";"1";
"526";"http://makersupplies.dk/img/p/4/0/1/1/4011.jpg";"Red - PETG 1.75 - Devil Design";"526";"PETG - 1.75mm";"124.000000";"155";"5";"1";
"869";"http://makersupplies.dk/img/p/8/1/3/3/8133.jpg";"GT3 pulley 32 - 1/4"";"869";"GT3 Belts and Pulleys";"71.200000";"89";"5";"1";
"1325";"http://makersupplies.dk/img/p/7/6/9/9/7699.jpg";"Rubber mount Ø30mm x 25mm M8";"";"Machine feet & casters";"60.000000";"75";"0";"0";
"312";"http://makersupplies.dk/img/p/2/5/8/2/2582.jpg";"Acorn 4 axis Motion Control - w Free PC software";"312";"Motion Controllers";"2600.000000";"3250";"8";"1";
"808";"http://makersupplies.dk/img/p/8/2/0/2/8202.jpg";"NEMA24 - 400W - Integrated Servo Motor";"808";"Servo Motors";"1598.400000";"1998";"15";"1";
"224";"http://makersupplies.dk/img/p/1/0/8/7/1087.jpg";"Stainless OX Xtreme Hardware Bundle - All Hardware You Need Bundle";"224";"Stainless OX";"1331.200000";"1580.8";"19";"1";
"591";"http://makersupplies.dk/img/p/4/1/3/5/4135.jpg";"White - ABS  2.85 - Devil Design";"591";"ABS - 2.85mm";"124.000000";"155";"9";"1";
"1068";"http://makersupplies.dk/img/p/6/5/8/2/6582.jpg";"Flourish Rainbow - PLA 1.75mm";"1068";"Speciality Filaments";"163.960000";"204.95";"4";"1";
"534";"http://makersupplies.dk/img/p/4/0/2/6/4026.jpg";"Mint - PETG 1.75 - Devil Design";"534";"PETG - 1.75mm";"124.000000";"155";"7";"1";
"877";"http://makersupplies.dk/img/p/5/3/6/3/5363.jpg";"Base Plate for 43mm Spindle Mount for Stainless OX";"877";"Brackets";"100.000000";"125";"39";"1";
"1333";"http://makersupplies.dk/img/p/7/7/3/1/7731.jpg";"Control Light - Ø19";"";"Components";"39.200000";"49";"23";"1";
"320";"http://makersupplies.dk/img/p/2/4/5/9/2459.jpg";"Black PVC Sheet 330x500mm";"320";"Plastic ";"60.000000";"75";"34";"1";
"816";"http://makersupplies.dk/img/p/5/1/6/6/5166.jpg";"CNC Milled Cast Aluminum Sheet";"816";"Aluminum ";"204.000000";"255";"19";"1";
"1271";"http://makersupplies.dk/img/p/7/5/0/0/7500.jpg";"WANHAO DUPLICATOR D11 - CGR 8.9" MONO";"";"Wanhao";"4796.000000";"5995";"0";"0";
"600";"http://makersupplies.dk/img/p/4/1/4/7/4147.jpg";"Hot Red - ASA 1.75 - Devil Design";"600";"ASA - 1.75mm";"144.000000";"180";"0";"1";
"1077";"http://makersupplies.dk/img/p/6/6/0/9/6609.jpg";"WhamBam Flexible Build System - 330x330mm";"1077";"WhamBam for Filament";"722.000000";"902.5";"13";"1";
"542";"http://makersupplies.dk/img/p/4/0/4/3/4043.jpg";"Bright Yellow Transparent - PETG 1.75 - Devil Design";"542";"PETG - 1.75mm";"124.000000";"155";"8";"1";
"1016";"http://makersupplies.dk/img/p/6/4/4/1/6441.jpg";"Raise3D E2";"1016";"Raise3D";"22480.000000";"28100";"-1";"0";
"1351";"http://makersupplies.dk/img/p/7/7/8/5/7785.jpg";"Gray - PETG 1.75 - Devil Design 2kg";"529";"PETG - 1.75mm";"220.000000";"275";"22";"1";
"671";"http://makersupplies.dk/img/p/4/6/1/9/4619.jpg";"Embedded Bowden Collet for Metal (1.75mm)";"671";"E3D Spare Parts";"9.600000";"12";"3";"1";
"1144";"http://makersupplies.dk/img/p/7/0/1/8/7018.jpg";"OpenBuilds Enclosure 55 - Silver";"";"Machine Enclosures";"1777.600000";"2222";"15";"1";
"171";"http://makersupplies.dk/img/p/7/7/6/776.jpg";"Makerlink - 3 Way Tee Nut (2 Pack)";"171";"Makerlink";"31.200000";"39";"24";"1";
"485";"http://makersupplies.dk/img/p/3/9/6/7/3967.jpg";"MInt - PLA 1.75 - Devil Design";"485";"PLA - 1.75mm";"124.000000";"155";"7";"1";
"608";"http://makersupplies.dk/img/p/4/1/6/2/4162.jpg";"Natural - HIPS 1.75 - Devil Design";"608";"HIPS - 1.75mm";"124.000000";"155";"8";"1";
"952";"http://makersupplies.dk/img/p/6/1/0/0/6100.jpg";"Prusa Spring Steel Sheet With Smooth Double-sided PEI";"952";"Prusa";"279.200000";"349";"0";"1";
"76";"http://makersupplies.dk/img/p/8/1/2/4/8124.jpg";"GT2 pulley 30";"76";"GT2 Belts and Pulleys";"52.000000";"65";"131";"1";
"418";"http://makersupplies.dk/img/p/8/1/2/2/8122.jpg";"GT2 Pulley 16 - 5mm bore";"418";"GT2 Belts and Pulleys";"23.800000";"29.75";"48";"1";
"893";"http://makersupplies.dk/img/p/5/4/1/8/5418.jpg";"OpenBuilds PowerCase Kit for MeanWell 24V PSU";"893";"Power Supplies";"239.000000";"298.75";"4";"1";
"1218";"http://makersupplies.dk/img/p/7/4/2/6/7426.jpg";"E3D Hemera Direct Kit (1.75mm)";"";"E3D Extruders";"919.200000";"1149";"14";"1";
"348";"http://makersupplies.dk/img/p/2/5/4/5/2545.jpg";"Acorn Wireless MPG CNC control pendant from CENTROID";"348";"Touch Probe, Pendant and Keyboard";"2148.000000";"2685";"2";"1";
"679";"http://makersupplies.dk/img/p/4/6/3/4/4634.jpg";"Original E3D Titan/Titan Aero Spares Bag (Standard)";"679";"E3D Spare Parts";"93.000000";"116.25";"5";"1";
"1153";"http://makersupplies.dk/img/p/7/1/3/5/7135.jpg";"OpenBuilds Modular Table - 510 - Silver";"";"Tables";"3799.600000";"4749.5";"3";"1";
"180";"http://makersupplies.dk/img/p/8/2/6/826.jpg";"PNP NO Inductive Proximity Switch - Cylinder";"180";"Switches";"57.600000";"72";"11";"1";
"616";"http://makersupplies.dk/img/p/4/1/7/7/4177.jpg";"Thermal Fuse - 135°C - 15A";"616";"Switches & Relays";"12.000000";"15";"11";"1";
"962";"http://makersupplies.dk/img/p/6/1/9/0/6190.jpg";"Prusa PEI-Ultem sheet (MK2.5/S, MK3/S)";"962";"Prusa";"103.600000";"129.5";"3";"1";
"88";"http://makersupplies.dk/img/p/8/0/8/5/8085.jpg";"Low Profile Screws M5 35mm-65mm (10 Pack)";"88";"Screws and bolts";"14.000000";"17.5";"1374";"1";
"428";"http://makersupplies.dk/img/p/3/7/4/1/3741.jpg";"40x40 T Joining Plate";"428";"Joining Plates";"52.000000";"65";"23";"1";
"901";"http://makersupplies.dk/img/p/5/4/4/3/5443.jpg";"2 Flutes Ball Nose End Mill Starter Kit - TiALN Coated Carbide - Set of 4";"901";"Ball Nose";"287.800000";"359.75";"10";"1";
"1227";"http://makersupplies.dk/img/p/7/4/4/8/7448.jpg";"CREATBOT DX PLUS 1.75MM - DUAL EXTRUDER";"";"CreatBot";"13080.000000";"16350";"0";"1";
"17";"http://makersupplies.dk/img/p/9/4/4/944.jpg";"20x40 V-Slot";"17";"V-Slot ";"37.000000";"46.25";"774";"1";
"358";"http://makersupplies.dk/img/p/2/5/8/8/2588.jpg";"M5 Hammer Head Drop-in T-bolt";"358";"T10-Slot Accessories";"2.800000";"3.5";"396";"1";
"688";"http://makersupplies.dk/img/p/4/6/9/1/4691.jpg";"Creality Ender-3 Pro 3D Printer - Semi assembled kit";"688";"Creality";"1998.000000";"2497.5";"2";"1";
"1161";"http://makersupplies.dk/img/p/7/2/2/0/7220.jpg";"50mm Caster w M8 mounting - set of 4";"";"Machine feet & casters";"318.400000";"398";"3";"1";
"624";"http://makersupplies.dk/img/p/4/2/0/1/4201.jpg";"Stepper Driver - 2A - A4988";"624";"Controllers & Drivers";"19.960000";"24.95";"30";"1";
"970";"http://makersupplies.dk/img/p/6/2/0/4/6204.jpg";"Bronze - SILK 1.75 - Devil Design";"970";"SILK - 1.75mm - High Gloss";"162.400000";"203";"9";"1";
"100";"http://makersupplies.dk/img/p/8/0/8/2/8082.jpg";"Nut (25pack)";"100";"Nuts & threaded inserts";"18.400000";"23";"318";"1";
"442";"http://makersupplies.dk/img/p/3/7/8/4/3784.jpg";"AMB (Kress) 1050 FME-W DI - Automatic Tool Change";"442";"Spindles";"8684.990000";"10856.24";"0";"1";
"1236";"http://makersupplies.dk/img/p/7/4/6/9/7469.jpg";"FLASHFORGE HUNTER";"";"Flashforge";"23960.000000";"29950";"0";"1";
"28";"http://makersupplies.dk/img/p/8/0/9/2/8092.jpg";"Ball Bearing 625 2RS 5x16x5";"28";"Bearings";"10.000000";"12.5";"2492";"1";
"371";"http://makersupplies.dk/img/p/2/7/2/0/2720.jpg";"V-Slot™ Nema 23 Linear Actuator Build (Belt Driven)";"371";"Linear Actuators";"538.800000";"673.5";"12";"1";
"697";"http://makersupplies.dk/img/p/8/0/9/1/8091.jpg";"Planar/Thrust Bearing";"697";"Bearings";"18.000000";"22.5";"241";"1";
"1170";"http://makersupplies.dk/img/p/7/3/1/0/7310.jpg";"Amber Transparent - PETG 1.75 - Devil Design";"931";"PETG - 1.75mm";"124.000000";"155";"7";"1";
"634";"http://makersupplies.dk/img/p/4/4/1/6/4416.jpg";"uStepper S - Driver & Encoder";"634";"Stepper Drivers";"350.000000";"437.5";"4";"1";
"980";"http://makersupplies.dk/img/p/6/2/2/7/6227.jpg";"25teeth - MOD1 Straight Pinon";"980";"Rack and Pinon";"127.200000";"159";"17";"1";
"120";"http://makersupplies.dk/img/p/5/2/7/527.jpg";"GT3 Belt - 3mm pitch - 5mm width - by the meter";"120";"GT3 Belts and Pulleys";"38.000000";"47.5";"432";"1";
"451";"http://makersupplies.dk/img/p/3/8/4/4/3844.jpg";"Disk Ø12x2mm - Neodynium Magnet (10 pack)";"451";"Disk";"36.000000";"45";"21";"1";
"919";"http://makersupplies.dk/img/p/5/9/7/1/5971.jpg";"Power cord with quick closure - for AMB / Kress milling motors - 4 meters";"919";"Spindles";"224.990000";"281.24";"2";"1";
"1247";"http://makersupplies.dk/img/p/7/4/7/7/7477.jpg";"PRIMACREATOR VALUE TOUGH UV RESIN (ABS LIKE) - 500 ML - AQUA BLUE";"";"Tough Resin";"316.000000";"395";"2";"1";
"36";"http://makersupplies.dk/img/p/1/9/6/196.jpg";"Nut Plate for 8mm Metric Acme Lead Screw";"36";"ACME Lead Screw & Nuts";"63.000000";"78.75";"22";"1";
"381";"http://makersupplies.dk/img/p/3/0/4/6/3046.jpg";"C-Beam® XLarge Linear Actuator Bundle";"381";"Linear Actuators";"836.800000";"1046";"7";"1";
"707";"http://makersupplies.dk/img/p/4/7/4/8/4748.jpg";"Ocean Blue - PETG 1.75 - Devil Design";"707";"PETG - 1.75mm";"124.000000";"155";"5";"1";
"1181";"http://makersupplies.dk/img/p/7/3/4/6/7346.jpg";"FLASHFORGE ADVENTURER 4";"";"Flashforge";"5436.000000";"6795";"0";"1";
"643";"http://makersupplies.dk/img/p/4/5/4/8/4548.jpg";"Short RJ45 Ethernet Network Patch Cable";"643";"Connectors";"18.000000";"22.5";"15";"1";
"132";"http://makersupplies.dk/img/p/6/0/6/606.jpg";"4 Conductor Shielded Cable - by the meter";"132";"Cables";"23.200000";"29";"189";"1";
"459";"http://makersupplies.dk/img/p/3/8/5/9/3859.jpg";"Countersink Disk Ø12x3mm - Neodynium Magnet (2 pack)";"459";"Countersink";"10.000000";"12.5";"13";"1";
"928";"http://makersupplies.dk/img/p/6/0/5/1/6051.jpg";"3-Way End Corner Bracket Connector";"928";"Brackets";"15.800000";"19.75";"256";"1";
"1257";"http://makersupplies.dk/img/p/7/4/8/6/7486.jpg";"PRIMACREATOR VALUE UV / DLP RESIN - 1000 ML - CLEAR";"";"Standard Resin";"400.000000";"500";"2";"1";
"44";"http://makersupplies.dk/img/p/2/3/0/230.jpg";"Spacer Block";"44";"V-Slot Plates";"44.000000";"55";"137";"1";
"389";"http://makersupplies.dk/img/p/3/3/3/6/3336.jpg";"OpenBuilds ACRO 1000x1500";"389";"ACRO Laser Cutter";"1878.200000";"2347.75";"3";"1";
"716";"http://makersupplies.dk/img/p/4/7/6/4/4764.jpg";"AMB (Kress) 1050 FME-P  - ER16";"716";"Spindles";"2144.990000";"2681.24";"2";"1";
"1190";"http://makersupplies.dk/img/p/7/3/7/3/7373.jpg";"Maroon - PETG 1.75 - Devil Design";"536";"PETG - 1.75mm";"124.000000";"155";"8";"1";
"653";"http://makersupplies.dk/img/p/4/5/7/5/4575.jpg";"Original E3D Prusa Thermistor Cartridge";"653";"E3D Spare Parts";"78.400000";"98";"8";"1";
"998";"http://makersupplies.dk/img/p/6/3/8/3/6383.jpg";"Hi End - 4 Flutes End Mill - Ultra Sharp";"998";"End Mill";"220.000000";"393.75";"20";"1";
"140";"http://makersupplies.dk/img/p/6/4/4/644.jpg";"IEC Male Power Inlet with Switch";"140";"Connectors";"41.600000";"52";"102";"1";
"467";"http://makersupplies.dk/img/p/8/0/9/7/8097.jpg";"Eccentric Spacer - Small Head - 6mm";"467";"Shims & Spacers";"10.000000";"12.5";"386";"1";
"936";"http://makersupplies.dk/img/p/6/0/6/7/6067.jpg";"Pink Pearl - PLA 1.75 - Devil Design";"936";"PLA - 1.75mm";"124.000000";"155";"8";"1";
"1407";"http://makersupplies.dk/img/p/8/2/1/2/8212.jpg";"M4 Finger Nut";"";"Nuts & threaded inserts";"12.000000";"15";"50";"1";
"54";"http://makersupplies.dk/img/p/8/0/9/9/8099.jpg";"Aluminum Spacers (5 Pack)";"54";"Shims & Spacers";"10.000000";"12.5";"2319";"1";
"398";"http://makersupplies.dk/img/p/3/6/2/2/3622.jpg";"OpenBuilds C-Beam Machine XLarge - Black";"398";"C-Beam Machines";"6635.600000";"8294.5";"1";"1";
"724";"http://makersupplies.dk/img/p/4/7/9/1/4791.jpg";"Mean Well - Power Supply - 48V 9.5A";"724";"Power Supplies";"919.200000";"1149";"6";"1";
"1198";"http://makersupplies.dk/img/p/7/3/8/7/7387.jpg";"V-Shaped Union Connector";"";"Cooling and Pneumatics";"7.800000";"9.75";"33";"1";
"661";"http://makersupplies.dk/img/p/4/5/9/4/4594.jpg";"Original E3D Tital Extruder - 1.75mm";"661";"E3D Extruders";"435.000000";"543.75";"16";"1";
"1136";"http://makersupplies.dk/img/p/6/9/1/5/6915.jpg";"T10 Hammer Head Drop-in T-bolt";"";"T10-Slot Accessories";"4.000000";"5";"400";"1";
"157";"http://makersupplies.dk/img/p/7/6/0/6/7606.jpg";"Micro Switch";"157";"Switches";"12.000000";"15";"48";"1";
